Structure [idcode]	Molecule Name	Name	Basic_pKa_greater5	Acidic_pKa_lower9	CNS-Kind	Molweight	cLogP	cLogS	cLogD (pH=7.4)	H-Acceptors	H-Donors	Total Surface Area	Molecular Flexibility	Molecular Complexity	Non-H Atoms	Binned Molweight	
ebQXBH@EAIKdP@cIEDdhhlcMHeEMHmEDgpihXL\m||CUUMUUUUUUMSUU@@@	Compound 857	Retapamulin	9.69		non-CNS	517.772	5.218	-5.52	2.9293	5	1	380.31	0.47904	0.94009	36	500 <= x < 525	
fmoHB@NRUXDadTRVRbRbTVbtJUFF]Ulup@T@QUU@@DPCP@	Compound 858	Revaprazan	5.97		non-CNS	362.451	5.2385	-5.791	5.2037	4	1	281.71	0.39919	0.85157	27	350 <= x < 375	
fe{Qc@MQlNXIADabPrJPqISSJIIKYJBTdmT@PtDDUL@HJP	Compound 859	Ridogrel		3.6	non-CNS	366.338	3.9549	-4.663	0.056454	5	1	273.35	0.5331	0.78531	26	350 <= x < 375	
eiw|M@@DCL`EJ`T\QUPzv|bbTTVbbtTRTRVfbVftVaffLRfRRflBbrzNf~QIcSZfBbDJjBZJZfjjjfjihRhC@alWT	Compound 860	Rifaximin		6.42	non-CNS	785.888	5.8431	-9.904	1.3714	14	5	580.3	0.27971	1.0906	57	775 <= x < 800	
fcoX@@@BUiv|bTRVRbRftTTURSNV}Wo@APADADSX@HC`	Compound 861	Rilpivirine			non-CNS	366.427	4.7377	-7.081	4.7352	6	2	307.66	0.51493	0.75547	28	350 <= x < 375	
foAQ@`LDT@HMHVdGRFRJJEIYRXhJUL@EUP@@	Compound 862	Riluzole			CNS	234.201	2.8837	-3.682	2.8831	3	1	150.54	0.44808	0.70075	15	225 <= x < 250	
fhqaq@GPQa`iJAxT|LddlbdubR|EjjZ`@@@@	Compound 863	Risedronate		0.69	non-CNS	283.112	-6.6358	1.228	-13.356	8	5	175.48	0.59443	0.73452	17	275 <= x < 300	
edzvJD@JILgn]VAKEfP@atHrQQ[JYQQYQQIIZJFIIQZNKQIZXTMSPtvntsSUUPTECAPUCURuTD@@@	Compound 864	Ritonavir			non-CNS	720.957	4.7152	-6.066	4.7152	11	4	561.32	0.58752	0.84047	50	700 <= x < 725	
ek`\JD@AGFnMOIc`Ha@HRYWmYUyWYgHhl\JjvNijZji`@jZfJAR`@	Compound 865	Rivaroxaban			non-CNS	435.887	1.9744	-4.558	1.9744	8	1	303.99	0.46407	0.7971	29	425 <= x < 450	
fdiP`@LN@cHheEEehXihsUPPEUDKD@@	Compound 866	Rivastigmine	8.8		CNS	250.341	1.9577	-1.618	0.45848	4	0	209.17	0.58608	0.655	18	250 <= x < 275	
ef]TB@HEO`D@ZUIrJKQRJIZSSIIEREYISI\ZVQYE]SWODtmUUUUUUTuUUUUUP@@	Compound 867	Rocuronium	7.96		non-CNS	529.783	1.0123	-4.143	0.34433	6	1	395.08	0.37827	0.95315	38	525 <= x < 550	
fegQ``BLTGHH`TPNPgHYEEDeMKDeLdeEFR}EoXHJF@HjjhH@@	Compound 868	Roflumilast			non-CNS	403.211	3.842	-5.261	3.7756	5	1	277.31	0.44014	0.78175	26	400 <= x < 425	
efU\A@@EkhPAC@djmclbbbbbbbvfd|VbRbaJbWFbgcaWPqMKPMAUEUMMSUUUEP@@	Compound 869	Rolitetracycline	5.87	7.33	non-CNS	527.572	-0.4701	-2.383	-7.5557	11	6	359.82	0.37029	1.0735	38	525 <= x < 550	
fleQ@@DFAdTRRRaRbRQJBduPAUUT@@@	Compound 870	Ropinirole	10.17		CNS	260.380	2.5433	-2.773	-0.22965	3	1	220.11	0.58675	0.73701	19	250 <= x < 275	
fbuQ@@DTAdTRbbbTTRstErVj`jHjJHXH@@	Compound 871	Ropivacaine	7.82		CNS	274.406	3.2567	-3.373	2.6982	3	1	231.11	0.49056	0.69754	20	250 <= x < 275	
ffcQ`@EU@JVQQQQQIEYZIIbcNKUjPZBJ@B@@@	Compound 872	Rosoxacin		5.96	non-CNS	294.309	1.4456	-3.866	0.20208	5	1	221.16	0.30162	0.84556	22	275 <= x < 300	
ehT\FD@LNAHDIco`P@`ZPrRPsSIQJIQIGIPjYQPpiiZh@bBhDjji`@`J`	Compound 873	Rosuvastatin		4	non-CNS	481.543	2.1001	-5.732	-1.3	9	3	353.13	0.59029	0.84245	33	475 <= x < 500	
ffcaB@NE@DYHhmeEDdeBeLT\GMZYjjj`BJHBh@@	Compound 874	Rotigotine	10.97		CNS	315.480	4.4143	-3.658	0.84043	2	1	253.19	0.51519	0.7659	22	300 <= x < 325	
fikPP@DYARVlbbRRTQTRTJbRCGhvjjZ`@jjb@@	Compound 875	Roxatidine acetate	8.74		non-CNS	348.441	1.8478	-2.344	0.40348	6	1	286.88	0.60513	0.63634	25	325 <= x < 350	
fhiIA@IJLGpICdadTTRblRrcAFm@QERsD@@	Compound 876	Rufinamide			CNS	238.197	0.0679	-1.903	0.067898	5	1	172.47	0.5559	0.72232	17	225 <= x < 250	
fnkX@@@DYxm\bRbbbRVLRbRUhudejwjjiZ`BIhhXh@@	Compound 877	Ruxolitinib			non-CNS	306.372	1.6767	-3.921	1.6712	6	1	244.68	0.40695	0.85592	23	300 <= x < 325	
feoQ`@GQ@cbSK[Jj{JzheF\gIZcfuMUUUST@U@@@	Compound 878	Rauwolfia serpentina	7.33		CNS	352.433	2.2674	-3.141	1.8559	5	1	259.25	0.25259	0.94303	26	350 <= x < 375	
edV\HL@LBKE@@`FPadLdTRVbQRbRrbbbRRvQEG@dRVsuwuLtsUUSP@@AUP@@@	Compound 879	Ritanserin	8		CNS	477.578	4.2785	-6.007	3.5798	4	0	351.19	0.40513	0.86725	34	475 <= x < 500	
fhqa`@C@DiIfU~uigHBBjjhaH`@	Compound 880	Salbutamol	9.67		non-CNS	239.314	0.5792	-1.431	-1.4288	4	4	190.98	0.5336	0.6593	17	225 <= x < 250	
fg`P@@`J^zTjjkJk{\k[zLuuUUPPQU@ATDLt@@	Compound 881	Salmeterol	9.66		non-CNS	415.572	3.9151	-3.62	1.9063	5	4	351.15	0.59163	0.66755	30	400 <= x < 425	
efURBJ@CLgdRBjhPLRHHfdEiCZPrJJJZIJIIHjSPrJJUSJDLZ^NIGODtsT@A@TRuULtuTE@@@	Compound 882	Saprisartan		2.27	non-CNS	611.438	6.3049	-7.482	1.171	8	2	385.73	0.47888	0.95022	38	600 <= x < 625	
ehzvJ@@DJCDmnPMHaf\bbTTRTRaTRTNbJbbRbVbQRTbT\JzaiIEMCZ`hF`fBbjB`jFjjj@h@@	Compound 883	Saquinavir	8.47		non-CNS	670.852	2.836	-5.658	1.7267	11	5	515.96	0.50827	0.89007	49	650 <= x < 675	
elV\A@@Beo`FIKJai`RaHRDbDaHrDrJaDaDRDcDEHPPsRKqKjyijjjXJhEjJjjBLEQAIy@@	Compound 884	Sarecycline	6.22	7.25	non-CNS	487.507	-1.7982	-1.057	-9.2474	11	5	334.6	0.33452	1.0554	35	475 <= x < 500	
eo`XF@@E@DIMCClbbRbRTRaabRJbRfJjvnZjjfj@`h@bB@b`@	Compound 885	Sarpogrelate	8.15	3.78	non-CNS	429.511	1.8567	-3.009	-1.7615	7	1	347.01	0.54547	0.72502	31	425 <= x < 450	
fn{p`@DL|CNQQQQQSRJiZQRTkTRijekUUUU]UUUP@@	Compound 886	Saxagliptin	7.9		non-CNS	315.415	0.3497	-3.307	-0.26824	5	2	216.53	0.45455	0.82887	23	300 <= x < 325	
elZRBH@LK@jhDFA@@cIICidddhhhdYeEDdejfghPTUjZjj`hB`@@@@@@	Compound 887	Selexipag	1.41	3.77	non-CNS	496.630	4.0083	-5.803	0.38131	8	1	386.47	0.58199	0.8218	35	475 <= x < 500	
eoh^HF@CKHnaekf`IABPpdGICrPBdLbdLRTRfdRnRfRbRDTbRn^j`BIjifZ`@H@`rP	Compound 888	Selinexor	1.22	12.17	non-CNS	443.310	2.572	-4.583	2.5719	8	2	303.11	0.46407	0.81905	31	425 <= x < 450	
fmoQ@`CIDBHUDMBIqFQQQIQYYQQIQEZLxgIVcW@PUUUJaAAQBa@@	Compound 889	Sertaconazole	6.48		non-CNS	437.777	5.0834	-5.584	4.9924	3	0	307.56	0.35668	0.84245	27	425 <= x < 450	
eolRHD@ABikc`HcjPRYVv^YU_WYfa`RRHkJjyz@BfjB`bjihh`@@	Compound 890	Sertindole	8.56		CNS	440.948	4.4892	-6.89	3.2767	5	1	323.98	0.42626	0.86856	31	425 <= x < 450	
fb}`@@@YIDmMDheDUj\LzpTyjjPb@@J@@@	Compound 891	Setiptiline	7.44		CNS	261.367	3.5915	-3.074	3.2686	1	0	206.54	0.11384	0.86625	20	250 <= x < 275	
dctHxJBPRPrPFPfPVPvPrJPqJQUUUT@@	Compound 892	Sevoflurane			non-CNS	200.053	2.0064	-3.367	2.0064	1	0	115.03	0.73174	0.65162	12	200 <= x < 225	
fle`B@M@bLbbRrdTVblhqUh@Jjjjb`H`@	Compound 893	Sibutramine	9.77		CNS	279.853	4.2703	-4.069	1.894	1	0	224.97	0.54296	0.73369	19	275 <= x < 300	
ehRVBH@LKHdmchDLn`@cIICEDdeieEdeDlimeKCOJamcej`hJIjijfja`@@	Compound 894	Sildenafil	5.99		non-CNS	474.584	0.9647	-2.164	0.5947	10	1	350.7	0.43584	0.94553	33	450 <= x < 475	
elZ\BL@OMkjICdPIABPpdLbdJTTRVrTVbRbRbURtlzFv^jjBBJj`@jZj`h@j@@	Compound 895	Silodosin	9.66		non-CNS	495.540	3.1061	-4.827	0.84514	7	3	371.96	0.57013	0.85231	35	475 <= x < 500	
fcoiA`M^KUk`RAI@TaNPWH[dDfYuvvyVwZYsMV}``JjfjfjjI`h`@	Compound 896	Sitagliptin	8.78		non-CNS	407.317	1.5969	-1.516	0.19443	6	1	272.62	0.57046	0.81812	28	400 <= x < 425	
ek`TFL@JFBIEHem`H`PH\BLbbbfLabbtJbbVRHX\BFfvNfiiYjV`HJjH@@	Compound 897	Sitaxentan		6.89	non-CNS	454.910	3.3593	-6.559	2.7311	8	1	308.92	0.45679	0.88047	29	450 <= x < 475	
ebZRE@@DFOI`NIKGAecgolbbbTRJTVTRRbbnRfRc@eTsUSUSUUULuMUT@@@	Compound 898	Sobuzoxane			non-CNS	514.530	-0.0122	-1.85	-0.012244	14	0	385.84	0.62598	0.78706	36	500 <= x < 525	
fli@R@HHpP@QddarRRRRRRuUUUUP@@	Compound 899	Sodium tetradecyl sulfate		-1.45	non-CNS	294.454	3.8885	-2.571	-4.9624	4	1	249.57	0.62693	0.39608	19	275 <= x < 300	
ebV\ID@BA`XDLOHdjolPOBZPrRSIJIQIQSYS[QQQq[NYEMPhmUPUASEUUULrT@@@	Compound 900	Sofosbuvir			non-CNS	529.456	0.3578	-3.776	0.35332	12	3	371.41	0.56301	0.90501	36	525 <= x < 550	
fdiQb@LN``p@cIIChdlidiIRu@AUUDMD@@	Compound 901	Sotalol	9.62		non-CNS	272.368	0.1903	-2.821	-1.8422	5	3	206.65	0.59033	0.61292	18	250 <= x < 275	
fcIa@BLbvj}`dERAPdIBPdIBPbIbIBIBXL\tyHVyKADUEUSSULU@@@	Compound 902	Sparfloxacin	8.79	5.56	non-CNS	392.405	-1.4535	-4.466	-3.11	7	3	269.66	0.32929	0.95917	28	375 <= x < 400	
fnsQp@OU@RdeQKdTTbVbTjbbVOERLEKUUUUUUUT@@	Compound 903	Spectinomycin	9.17	8.5	non-CNS	332.352	-3.1536	-0.561	-5.156	9	5	223.67	0.41742	0.93607	23	325 <= x < 350	
dgl`@@z[ReU]Ujjjj`@	Compound 904	Spermine	10.8		non-CNS	202.344	-0.9876	-0.772	-4.6869	4	4	191.06	0.72141	0.34657	14	200 <= x < 225	
ejuxE@@FPMJfn`^SXt|bbbbTTrRRbTTRRrQrfRttRabRJDdRJfnVv~Qm]ZZjjjjejjjjjjjjjjjj`@@	Compound 905	Spinosad	8.56		non-CNS	745.991	5.0796	-5.681	3.8892	11	0	566.66	0.40725	1.0105	53	725 <= x < 750	
eohTJD@NOMKGBj`@c@HrQRKKIQSPzJKIJYKAc`RyzjjjYjjZj@B`@@	Compound 906	Spirapril		3.64	non-CNS	466.621	0.4754	-3.315	-3.2997	7	2	341.35	0.56374	0.87464	31	450 <= x < 475	
fagQ@@F}AdTbdVQfRdrrRhIVg^rUoZjjjjjjVjh@@	Compound 907	Stanozolol			non-CNS	328.498	3.3191	-3.937	3.3191	3	2	242.03	0.26199	0.90826	24	325 <= x < 350	
f`qPP@DX@IWlbbbRbRQsNFluTttuP@@	Compound 908	Stavudine			non-CNS	224.215	-0.6742	-1.285	-0.67541	6	2	162.34	0.40695	0.76387	16	200 <= x < 225	
fhq`Q@C\uxH@a`QdbbTNbaRaJUKMSTu@U@@	Compound 909	Stepronin		3.56	non-CNS	273.332	0.0801	-2.616	-3.7574	5	2	196.27	0.52646	0.61292	17	250 <= x < 275	
fhiA`@@TLeLknmubgATDAMUTPtQBT@	Compound 910	Stiripentol			CNS	234.294	3.5327	-3.713	3.5327	3	1	186.06	0.43636	0.67279	17	225 <= x < 250	
eaU^C@@@ed\RV^PLFAMCNackgh\bTfbbQbRbbbRbbUbUTqg@dQVwsUUUUUUUUUUTtuP@@	Compound 911	Streptomycin	11.38		non-CNS	581.578	-8.2075	0.965	-12.706	19	14	392.72	0.56344	0.97964	40	575 <= x < 600	
fhqpp@HHXBbcVCdRbaTTVaQgMSUUUT@@	Compound 912	Streptozocin			non-CNS	249.222	-2.2664	-0.021	-2.2664	9	4	176.14	0.58327	0.71581	17	225 <= x < 250	
fbyPPBAA@bRaRF\bbRRTTfjTcUUMUUT@@	Compound 913	Succinylcholine			non-CNS	290.402	-6.2868	0.954	-6.2868	6	0	236.88	0.75476	0.46544	20	275 <= x < 300	
fmwPb@NVbT@PeL~roLlroxihputsUUUTCPQP@@	Compound 914	Sufentanil	8.86		CNS	386.558	4.0822	-3.566	2.6029	4	0	308.82	0.55156	0.82134	27	375 <= x < 400	
dg]L`LnDD@cIIBhhd]ikTC@P@@	Compound 915	Sulfacetamide		4.3	non-CNS	214.244	0.1644	-1.527	-2.936	5	2	151.83	0.5	0.59188	14	200 <= x < 225	
fbuIb@LBCFBO@BLddJbbRRtvvgVBmPLDcUD@@	Compound 916	Sulfacytine			non-CNS	294.334	-0.0121	-2.322	-0.012406	7	2	211.86	0.50316	0.73028	20	275 <= x < 300	
fhiHb@LBdFB@AFRREQQII[Z][ru@@@D@@@	Compound 917	Sulfadiazine		6.99	non-CNS	250.281	0.0877	-2.292	-0.46508	6	2	179.1	0.48349	0.62953	17	250 <= x < 275	
fjmHR@LBBfBOQ@DYIHUEDdehdmiu`kT@@AET@@@	Compound 918	Sulfadimethoxine		6.91	non-CNS	310.333	0.6505	-3.378	0.035166	8	2	223.62	0.46164	0.75832	21	300 <= x < 325	
fjmHR@LBCfBKI@DYIHUEDdhldcks`kT@@PET@@@	Compound 919	Sulfadoxine		6.12	non-CNS	310.333	0.281	-3.107	-1.025	8	2	223.62	0.43227	0.77994	21	300 <= x < 325	
fdyHb@LBeFB@AFRREQQIIZ[Sk^Vh@@@h@@@	Compound 920	Sulfamerazine		6.99	non-CNS	264.308	0.4856	-2.66	-0.065859	6	2	191.36	0.48638	0.6621	18	250 <= x < 275	
fleIb@LBdFBH`BLddJbbRRvVtzwej@@@J`@@	Compound 921	Sulfameter		7.06	non-CNS	280.307	0.0177	-2.31	-0.4879	7	2	201.36	0.50583	0.655	19	275 <= x < 300	
fleHb@LBdfB@AFRREQQIIZIZ][ru@@@EP@@@	Compound 922	Sulfamethazine		6.99	non-CNS	278.335	0.8835	-3.028	0.33335	6	2	203.62	0.48886	0.67019	19	275 <= x < 300	
fhiHa@LRlFB@A@`cIIBhhddmmNMYZ`dJJD@@	Compound 923	Sulfamethizole		6.71	non-CNS	270.336	0.4683	-2.576	-0.30435	6	2	187.3	0.47738	0.68861	17	250 <= x < 275	
fleIb@LB\fBK@BLddJbbRTVVuypUj@@HB`@@	Compound 924	Sulfametopyrazine		5.91	non-CNS	280.307	-0.0876	-2.503	-1.5873	7	2	201.36	0.41542	0.73114	19	275 <= x < 300	
fdyqb@LRcA@`AFRREQQIIYKScVVhIBbhP@@	Compound 925	Sulfamoxole		6.81	non-CNS	267.308	1.0191	-3.481	0.32871	6	2	194.55	0.47878	0.71675	18	250 <= x < 275	
dmuD`LVD@HrRRqIXYV`@`@@	Compound 926	Sulfanilamide			non-CNS	172.208	-0.2537	-1.591	-0.25381	4	2	118.88	0.41195	0.64378	11	150 <= x < 175	
ffcHb@LBLfB@AFRREQQIQHsI[WcNKUZ`dJ`H@P@@	Compound 927	Sulfaphenazole		6.82	non-CNS	314.368	0.8016	-3.285	0.18065	6	2	229.3	0.47695	0.76455	22	300 <= x < 325	
f`qpa@LR}A@@`PQddaTTRRUtxuejBPha@@	Compound 928	Sulfathiazole		6.93	non-CNS	255.321	0.9067	-2.758	0.30882	5	2	176.28	0.47574	0.66485	16	250 <= x < 275	
ek`TLH@G@hKO@@aJnUWn[vYU\QQpH[YXyhHHifh@@@HH@J@@	Compound 929	Sulfinpyrazone		3.86	non-CNS	404.489	2.9731	-3.091	-1.0133	5	0	298.12	0.43928	0.80649	29	400 <= x < 425	
fdyqb@LFcA@`AFRREQQIJH{WcVVhIBhhP@@	Compound 930	Sulfisoxazole		5.8	non-CNS	267.308	0.7849	-3.359	-0.82106	6	2	194.55	0.47878	0.72768	18	250 <= x < 275	
fikPs@OA`bk^c@DYBBaFRRFJIIKYIIJJJlYrt@@@UULp@@@	Compound 931	Sulfoxone		1.7	non-CNS	404.487	-2.175	-4.256	-11.032	8	4	270.18	0.62894	0.66621	25	400 <= x < 425	
fncpR@LVcAFc@BLddlRTrbvTTVEKMUh@JZjjhhAh@@	Compound 932	Sulpiride	8.39		CNS	341.431	0.6079	-2.025	-0.42499	7	2	252.19	0.53333	0.78472	23	325 <= x < 350	
ffm`RDNL]GH@`DyIDULhdldidcVjih@JjjHAH@@	Compound 933	Suplatast			non-CNS	328.451	1.4324	-3.412	1.4324	5	2	253.65	0.64072	0.59413	22	325 <= x < 350	
fmP`@LN@cHheEEDheELldcm^]eqVsFmjjjj`B`@J`@@	Compound 934	Solifenacin	8.88		CNS	362.471	4.3998	-3.799	2.9022	4	0	274.69	0.31209	0.81719	27	350 <= x < 375	
foAaR@APPZs`AFRRFQQGQTEKRuUULt@@	Compound 935	Sulbactam sodium		3.09	non-CNS	233.243	-0.1556	-0.47	-4.4656	6	1	140.92	0.21812	0.88723	15	225 <= x < 250	
fakP@`CIADBBEQGXcHhhdhllhhdd\sb\u[@PUUTB`QDJD@@	Compound 936	Sulconazole nitrate	6.51		non-CNS	397.756	5.5189	-5.389	5.4258	2	0	284.51	0.50838	0.76182	24	375 <= x < 400	
fi{Aa@H]F@H[HIUvnlsJ~mpUoIJt@DtCAELQ@EDIP	Compound 937	Sulindac		4.09	CNS	356.416	3.1103	-3.438	-0.19971	3	1	258.6	0.37176	0.88107	25	350 <= x < 375	
fdyPQ@LQ`cpPAC`cIICDhlmeIqQkKUPPDm@@@	Compound 938	Sulthiame			CNS	290.363	-0.4114	-3.33	-0.41171	6	1	190.78	0.48743	0.71581	18	275 <= x < 300	
foQP@@@FRfYeUz\e[S`@`JbB@@	Compound 939	Tacrine	8.95		CNS	198.268	2.5091	-3.514	0.9433	2	1	156.68	0.10366	0.80599	15	175 <= x < 200	
ekd\B@@DFH`MAcdfYgUgeeuoVAEKHdjinemcfjjijB@@`jXH@@	Compound 940	Tadalafil			non-CNS	389.410	2.396	-3.61	2.396	7	1	271.33	0.21872	0.97829	29	375 <= x < 400	
fbmaa@ERSdDPrHrJIJHqIIIZTyhw`pAEM@Dp@@@	Compound 941	Tafamidis		3.6	non-CNS	308.120	4.0115	-6.091	0.34326	4	1	211.01	0.28868	0.81096	20	300 <= x < 325	
eh\\LL@Da`Y@i`IABPpdLbdLRTvbbbbbrjRfrDTbrJzj`BH@`BbjjhBAZ`@	Compound 942	Tafenoquine	10.2		non-CNS	463.498	4.7717	-7.149	1.9673	6	2	348.64	0.46744	0.93257	33	450 <= x < 475	
e`XPJD@FKLmc`IABPrJSIIQQQQHiGIISJN^IUUSUPUPTMTuT@HDUT@	Compound 943	Tafluprost			non-CNS	452.536	5.3201	-5.055	5.3201	5	2	355.9	0.60454	0.75107	32	450 <= x < 475	
ec`VHD@FCOJfim@ICZPrJIJIIQQFKIQYQT\JNF^E]CSPAESTa@qUEBaHgD@@	Compound 944	Talazoparib	1.45	9.48	non-CNS	380.357	2.0485	-4.554	2.0481	7	2	266.1	0.23057	0.98203	28	375 <= x < 400	
dg@`LIPBLdTTJRrVUJtsUUM@@	Compound 945	Talipexole	8.23		CNS	209.316	1.8632	-2.043	0.97094	3	1	166.62	0.34792	0.67534	14	200 <= x < 225	
fega`@M@PiInUvvUmik``qKuh@Ih@JjjB@@	Compound 946	Tamibarotene		3.69	non-CNS	351.445	4.351	-5.547	0.6447	4	2	270.21	0.46224	0.80899	26	350 <= x < 375	
ec`ZD@@D@jna`ALbbbbRTrNTRVTRQCBfacaURvsUTuUUUT@ET@@@	Compound 947	Tandospirone	7.62		CNS	383.494	1.3443	-2.183	0.91914	7	0	284.54	0.48751	0.8293	28	375 <= x < 400	
f`aa@@K@rJIJFJIFTY@AUUT@@@	Compound 948	Tapentadol	9.6		CNS	221.343	2.9215	-2.014	0.71416	2	1	191.47	0.69244	0.62953	16	200 <= x < 225	
eol^H@@DNGEmkg`LbbbTVRbbRnTTRbrXDt\RrfNn^ZjB@B`HHIF`H@@	Compound 949	Tasosartan		5.85	non-CNS	411.468	3.2324	-6.461	2.9311	8	1	316.26	0.43542	0.91145	31	400 <= x < 425	
edZXFH@FHDLAAhP@cIIJdidhiiDdYhlhelEeUtmm|BmUMUUUUUUUUU@@@	Compound 950	Tauroursodeoxycholic acid		-0.9	non-CNS	499.710	2.0912	-4.395	-6.2882	7	4	359.06	0.54189	0.90727	34	475 <= x < 500	
fi{`b@OUZ@HrQQJKJXiQIYSJgARSf`bBk`@fj@@@	Compound 951	Tazarotene			non-CNS	351.469	3.8565	-4.378	3.8565	3	0	281.79	0.32193	0.79048	25	350 <= x < 375	
fbmIR@AZ|fBKNb@HrRPrJI[QQETEHr\kUUUMRmP@@	Compound 952	Tazobactam		2.86	non-CNS	300.294	-1.5093	0.137	-6.0473	9	1	188.9	0.40002	0.9463	20	300 <= x < 325	
ehR\FD@LBKDljaic`@bPHrQQZ[IQQQJKYYQFZSBc`RsrHjfjjZjffjijjh@@	Compound 953	Tebipenem	6.27		non-CNS	497.635	1.4559	-3.868	1.4251	9	1	343.58	0.48747	0.94186	33	475 <= x < 500	
ff}i@@IFmxHLdTrTraRTrRSNRUP@TsSUTPHZ`	Compound 954	Tegaserod	8.5		non-CNS	301.393	2.8267	-3.563	1.6928	6	4	254.98	0.42235	0.75761	22	300 <= x < 325	
ehz~F@@DJECNhSPMF`Q]\bbTTRTTQRtVbdLlRbVVfbtVtT|Rj^~qi}CZ`hFhjjZjjfjjZZjJh@@	Compound 955	Telaprevir			non-CNS	679.860	1.5491	-4.494	1.5491	13	4	517.75	0.49513	0.91265	49	675 <= x < 700	
fhiQP@DX@IW`yEEDeDdbdsakMUMMUU@@@	Compound 956	Telbivudine			non-CNS	242.230	-1.2509	-1.114	-1.2521	7	3	168.45	0.41489	0.78763	17	225 <= x < 250	
enSRD@@@jgo`DLbfbbTVVrTTTRrbQfTRrDtl\rjFVAaiYZB@@BjA`bij`@H@@@	Compound 957	Telmisartan	5.82	3.68	non-CNS	514.627	6.3757	-6.799	2.6216	6	1	399.82	0.41516	0.9526	39	500 <= x < 525	
efYVLB@FABaid[BZPHbJPRdLiCHhdihdeEeIiThcDediiQqhYtL}}@DUKUU@AP@USDBBdaP@	Compound 958	Telotristat	9.42	1.69	non-CNS	546.936	0.9732	-6.178	-4.7898	9	3	385.06	0.4393	0.90322	38	525 <= x < 550	
e`TTJD@AIOLbjf`@a`HrQQJIQIIESQQUISIBJZFO_UUMUTuLuT@D`@@	Compound 959	Temocapril		4.13	non-CNS	476.616	1.3274	-3.302	-2.1955	7	2	356.63	0.53631	0.83102	32	475 <= x < 500	
egZpKH@FNCGOHk`XTQUSP@cIEEidihmBeEEEDddeeDUhdeaQIhxEtml|]\cSsKSMUUUUPTQQSAAEUUE@@@	Compound 960	Teniposide			non-CNS	656.659	1.3462	-4.852	1.3411	13	3	438.82	0.35443	1.0252	46	650 <= x < 675	
flehR@IF]ELDXhCprRRiQZJIKJs`qZjjhDBbCJ@@	Compound 961	Tenofovir		1.35	non-CNS	287.215	-3.8833	-1.649	-9.93	9	3	200.61	0.5623	0.77309	19	275 <= x < 300	
fchP@DF]yHFCgdTTTRRUTRTVRRRdYVhy[ujjjj@H@Jj`a``@	Compound 962	Terazosin	7.24		non-CNS	387.439	1.0455	-3.293	0.81594	9	1	288.59	0.34046	0.84632	28	375 <= x < 400	
ff}`@@@IToKJsujwhuTBA@YU@BGH	Compound 963	Terbinafine	8.86		non-CNS	291.437	5.3193	-6.141	3.7638	1	0	261.43	0.57767	0.65353	22	275 <= x < 300	
f`aa`@M@YKHhdhcLeISd@QUUQ@Q@@	Compound 964	Terbutaline	9.61		non-CNS	225.287	0.8308	-1.251	-2.4127	4	4	177.22	0.51115	0.63799	16	225 <= x < 250	
ebQZLD@G@bm`QID`HcRHrJJIJQYKZIIFIKJIKJL\FVYESK_@pDEUUUK@AUUTTP@@	Compound 965	Terconazole	8.41		non-CNS	532.470	3.7184	-4.057	2.6685	8	0	390.19	0.44399	0.86954	36	525 <= x < 550	
ffsA`@@QkdTRTtRaRfbQhqVg^rUiZjjjjfj@@	Compound 966	Testolactone			non-CNS	300.397	2.7066	-3.745	2.7066	3	0	221.61	0.31014	0.89666	22	300 <= x < 325	
fnsa`@N@rWHhhddeEDUddf\mzJVjjj``Jj`@@	Compound 967	Tetrabenazine	7.33		CNS	317.427	3.3076	-2.754	3.0009	4	0	249.65	0.31457	0.87051	23	300 <= x < 325	
e`\TA@@Ek`AC@djmclbbbbbbbvfd|VbRbgFbgcaWPsPMAUEUMMSUE@@@	Compound 968	Tetracycline	5.81	7.13	non-CNS	444.439	-1.3318	-1.829	-8.4169	10	6	291.28	0.32369	1.0676	32	425 <= x < 450	
fhii`@DTxIPK^rJIQQHsPqgEFZYjjjj@@	Compound 969	Tetrahydrobiopterin	5.41		non-CNS	241.250	-2.523	-2.564	-2.5241	8	6	169.26	0.42351	0.79924	17	225 <= x < 250	
e`T^F@@DJNAEKF`JemgolbbTTRLJTRVTrbbJcGBfbVSSMUU@AMTuMP@@@	Compound 970	Tetrahydrofolic acid	5.32	3.02	non-CNS	445.435	-4.2143	-3.987	-8.1087	13	8	321.71	0.57696	0.8236	32	425 <= x < 450	
fbmQB@AJRBHRYVyV[WisShy`BFijib`@@	Compound 971	Tetrazepam			CNS	288.777	2.8817	-4.318	2.8817	3	0	218.47	0.27939	0.86153	20	275 <= x < 300	
fluPP@DTAsUlbbTTTlTvRXHshiZjZfX@`a``@	Compound 972	Thalidomide			CNS	258.232	0.1094	-2.138	0.10937	6	1	179.04	0.27759	0.79328	19	250 <= x < 275	
fgApB@LLx@HRevUUpPTcViYj@H@@@	Compound 973	Thiabendazole			non-CNS	201.253	1.7705	-2.657	1.7699	3	1	150.65	0.27453	0.71194	14	200 <= x < 225	
fmopA@NYf@HBDISLrj~zkZ}NRmipyt@PAAUUUUA@@@	Compound 974	Thiethylperazine	8		CNS	399.625	5.0535	-4.714	4.0166	3	0	306.5	0.44976	0.83271	27	375 <= x < 400	
