Structure [idcode]	pKa	temp	method	type	group	basicOrAcidic	Row-ID	Neighbor Similarity OrgFunctions 96%	Neighbor Count	Neighbor	Neighbor Analysis X	Neighbor Analysis Y	
fnsH`DJLDxCWRdlrkljsopP\uZpDEPPTUA@@@	2.6	25	spectrophotometric	a2/apparent		basic	6889	0.9426; 0.9426; 0.9426; 0.9426; 0.96519	5	5216; 5217; 5242; 5807; 6887	-0.13009377	0.11385579	
fnsH`FHRuTBHRcjsdTtTRbfTJRVpcZ\dkP@PDDDT@@@	6.2	25	spectrophotometric	a1/apparent		basic	6890	0.98434; 0.98434; 0.98434; 0.98434; 0.98434; 0.98434; 0.98434; 0.98434	8	5215; 5379; 5804; 6386; 6387; 6443; 6805; 6891	-0.39007282	0.16035914	
fnsH`FHRudBHRclsdTtTRbfTJRV`cZ\dkP@PDDDT@@@	4.9	25	spectrophotometric	a1/apparent		basic	6891	1; 0.98434; 0.98434; 1; 0.98434; 0.98434; 1; 0.98434; 0.98434; 0.98434; 0.98434; 1; 1; 0.98434; 1; 0.98434; 0.98434; 0.98434; 0.98434; 0.98434; 0.98434; 0.98434; 1; 0.98434; 0.98434	25	5215; 5377; 5378; 5379; 5380; 5381; 5804; 5938; 5939; 5940; 5941; 6386; 6387; 6442; 6443; 6444; 6445; 6446; 6447; 6448; 6449; 6578; 6805; 6816; 6890	-0.44972378	0.14089492	
fnsI@@JBTXBTkjll{riJV}UmUUPAE@A@@@	7.08	25	potentiometric	a1/apparent	NH(+)	basic	6892	0.98434; 0.98434; 1; 1; 1; 1; 0.98434; 0.98434	8	6923; 5494; 5860; 5863; 6894; 6532; 6792; 6886	0.2710243	0.0628498	
fnsI@@JBTXFRIKIIQQQUQIDhxMVuUTuSL@E@HB`	10.37	25	potentiometric	a2/apparent		basic	6893	1; 0.96519	2	5861; 5862	-0.5596151	-0.49723023	
fnsI@DJBTXBirQIYIJJJJjIHeGAjvjjhBH`@`@@	5.12	25	potentiometric	a1/apparent		basic	6894	0.98434; 0.98434; 1; 1; 1; 0.98434; 0.98434; 1	8	6923; 5494; 5860; 5863; 6532; 6792; 6886; 6892	0.30560574	0.020929903	
fnsI@DJBTXEIRe]Ueg^UIRwjmjjj@Hh@H@@@	4.37	25	potentiometric	a2/apparent		basic	6895	0.98434; 0.98434; 1; 1; 0.98434; 0.98434	6	6924; 5495; 5864; 6533; 6793; 6888	0.27666563	-0.05128011	
fnsP@@@JRfY]WfUWiqMRm@bEj@@@@@HyB`	8.6	20	potentiometric	a/apparent		basic	6896	0.96832; 0.96832	2	6703; 6704	0.07905498	0.3001845	
fnsP@@@^rIRJJIIIKZEHpWQjwj`B@HJjB@@	8.07	25	potentiometric	a/apparent	NH+	basic	6897	0.96832; 0.96832; 1; 0.9615; 0.96832; 0.9615	6	6904; 5220; 5384; 5734; 6455; 6545	-0.034041736	-0.21368867	
fnsPR@FJtZw`AFRJQQEJIVYQIXYrUVuUUSLt@EFDTXhyP@	2.76	25	potentiometric	a/apparent		acidic	6898	0.95865; 0.95865; 0.97533; 0.99021	4	5231; 6399; 6467; 6821	-0.21253775	-0.09608251	
fnsP`@MMAIJYYU}eeTRluJv`bHjBHbB@@	9.82	25	mean from 2	b1/apparent	HN%+&-H	basic	6899	1; 0.95709; 0.95709	3	5225; 5226; 6901	-0.07850846	0.8526412	
fnsP`@MUAIJYYU}fY\RluJv`bHjBbHH@@	9.41	25	potentiometric	b1/apparent	HN%+&-H	basic	6900	0.9615	1	6902	-0.043429315	0.7688468	
fnsP`DMMAKTiSKJolljbUfiVtDQEPQDPP@@	7.82	25	mean from 2	b2/apparent	HN%+&-H	basic	6901	0.95709; 1; 0.95709	3	5225; 5226; 6899	-0.10033108	0.8586316	
fnsP`DMUAKTiSKJolsKbUfiVtDQEPTQA@@@	6.01	25	potentiometric	b2/apparent	HN%+&-H	basic	6902	0.9615	1	6900	-0.03810954	0.7489837	
fnsQ@@DD@dsMrjrz~QehykSUAPA@QH@@@	7.3		potentiometric	a/apparent		acidic	6903	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	19	7181; 7180; 5227; 5317; 5318; 5486; 5538; 5539; 5812; 5875; 6014; 6314; 6315; 6398; 6541; 6713; 6715; 6716; 6809	0.22281104	-0.5344993	
fnsQ@@JF@eJzmKMjnRbZe[UUUV@@@P@@@	6.09	25	potentiometric	a/apparent		basic	6904	0.96832; 0.96832; 0.96832	3	5384; 6550; 6897	-0.053327188	-0.20667402	
fnsQ`@AZ@bNQQJIQZKJYPiJlxMVmPTECL@A@@@	12.4		potentiometric	b/apparent		acidic	6905	0.96832; 0.96832; 0.96832	3	5156; 5415; 5722	0.13778411	-0.21777338	
fns`@@@ISJlsJjo~KFnVuUPUPUQQP@@	7.7		potentiometric	a/apparent		basic	6906	0.95174; 0.95174	2	1125; 3903	-0.09861337	0.30384645	
fns``@I@[dTTRbTRTRVRMdqjUkUPPAPEDD@@	6.17	20	potentiometric	a/apparent		basic	6907	0.97331; 0.97331; 0.97331; 0.97331; 0.97331	5	5236; 5813; 6908; 6149; 6407	-0.070877485	-0.11283605	
fns``@M@[dTTRbbRRTVrMd~sUkUPA@EATD@@	6.39	20	potentiometric	a/apparent		basic	6908	1; 1; 0.97331; 0.96832; 1; 0.96832; 0.96832; 0.97331	8	5236; 5813; 5814; 5970; 6407; 6409; 6550; 6907	-0.036993057	-0.1424946	
fnsa@@G@rJQQQIIJKZUKP[Qjvj@H@hJjB@@	8.62			a/apparent	NH+	basic	6909	0.96832	1	5882	0.13782348	-0.094850406	
fnsa@DM@uJSLjsjJxmV|VkPP@AD@D@@@	8.91	25	spectrophotometric	a1/apparent		acidic	6910	1	1	5888	0.31235716	0.5296053	
fnsa`@I@rUIVYU^UuTTk^bejjjhHBjhqb`e@j@@	8.11	25		a/thermodynamic	NH%+&	basic	6911		0		-0.02970621	-0.9219179	
fnsapD@`PSdmVCJS\lvoZjheQSUkUUUT@@AASEEJFTBhUP@	3.0	22	potentiometric	a1/apparent		acidic	6912	1; 1; 1; 1; 1; 1; 0.98727; 1; 1; 1	10	6921; 6920; 6919; 6918; 6917; 6916; 6381; 6915; 6914; 6913	-0.36643463	-0.7292335	
fnsapD@`PSdmVCJS\lvo\kXeIjUkUUUT@@AASEEJFTBhUP@	3.01	22	potentiometric	a1/apparent		acidic	6913	1; 1; 1; 1; 1; 1; 0.98727; 1; 1; 1	10	6921; 6920; 6919; 6918; 6917; 6916; 6381; 6915; 6914; 6912	-0.43016982	-0.71215814	
fnsapD@`PSdmVQrS\lvoZjheQSUkUUUT@@AASEEJFTBhUP@	3.95	22	potentiometric	a2/apparent		basic	6914	1; 1; 1; 1; 1; 1; 0.98727; 1; 1; 1	10	6921; 6920; 6919; 6918; 6917; 6916; 6381; 6915; 6912; 6913	-0.40049547	-0.73855746	
fnsapD@`PSdmVQrS\lvo\kXeIjUkUUUT@@AASEEJFTBhUP@	4.62	22	mean from 2	a2/apparent		basic	6915	1; 1; 1; 1; 1; 0.98727; 1; 1; 1; 1	10	6921; 6920; 6919; 6918; 6917; 6381; 6916; 6912; 6913; 6914	-0.4204903	-0.73099893	
fnsapDB`PSdmVKJS\lvoZvheQSUkUUUT@@AASEEJFTBhUP@	3.0	22	potentiometric	a1/apparent		acidic	6916	1; 1; 1; 1; 0.98727; 1; 1; 1; 1; 1	10	6921; 6920; 6919; 6918; 6381; 6917; 6912; 6913; 6914; 6915	-0.38617796	-0.6869739	
fnsapDB`PSdmVQrS\lvoZvheQSUkUUUT@@AASEEJFTBhUP@	5.0	22	potentiometric	a2/apparent		basic	6917	1; 1; 1; 1; 0.98727; 1; 1; 1; 1; 1	10	6921; 6920; 6919; 6918; 6381; 6912; 6913; 6914; 6915; 6916	-0.3790074	-0.74371916	
fnsapDD`PSdmVQrS\lvoZvheQsUkUUUT@@AASEEJFTBhUP@	5.32	22	mean from 2	a2/apparent		basic	6918	1; 1; 1; 0.98727; 1; 1; 1; 1; 1; 1	10	6921; 6920; 6919; 6381; 6912; 6913; 6914; 6915; 6916; 6917	-0.3957721	-0.7034823	
fnsapDD`PSdmVSJS\lvoZvheQsUkUUUT@@AASEEJFTBhUP@	3.0	22	potentiometric	a1/apparent		acidic	6919	1; 1; 0.98727; 1; 1; 1; 1; 1; 1; 1	10	6921; 6920; 6381; 6912; 6913; 6914; 6915; 6916; 6917; 6918	-0.4163466	-0.69750917	
fnsapDL`PSdmVQrS\lvo\lxeIKUkUUUT@@AASEEJFTBhUP@	4.91	22	potentiometric	a2/apparent		basic	6920	0.98727; 1; 1; 1; 1; 1; 1; 1; 1; 1	10	6381; 6921; 6912; 6913; 6914; 6915; 6916; 6917; 6918; 6919	-0.3756928	-0.70988214	
fnsapDL`PSdmVsJS\lvo\lxeIKUkUUUT@@AASEEJFTBhUP@	3.1	22	potentiometric	a1/apparent		acidic	6921	0.98727; 1; 1; 1; 1; 1; 1; 1; 1; 1	10	6381; 6912; 6913; 6914; 6915; 6916; 6917; 6918; 6919; 6920	-0.4084872	-0.71754056	
fnshbBEZMXmV`bBrwlbbRrRbTLRVThpudy`@fZh@Ia@Py@	-3.05	25	spectrophotometric	a1/apparent		basic	6922		0		0.64542276	0.7459548	
fnsi@@JBTXHDiWUYY_eRT]zkZjj`HN@B@@@	6.5	25	spectrophotometric	a1/apparent	NH(+)	basic	6923	0.98434; 0.98434; 0.9615; 0.98434; 0.98434; 0.98434	6	5860; 5863; 6924; 6532; 6892; 6894	0.26464185	0.02333995	
fnsi@DJBTXHJReJzkKK|jRcoU[UUTAAp@P@@@	0.5	25	spectrophotometric	a2/apparent		basic	6924	0.9615; 0.98434; 0.98434; 0.9615; 0.9615; 0.98434; 0.9615	7	5495; 5864; 6533; 6793; 6888; 6895; 6923	0.23778991	-0.02530481	
fnsp@@@U[dTTRJbbbRRvSNArdlAAT@@@T@@@	4.9	18	potentiometric	a/apparent	1.Stufe	basic	6925		0		-0.78376526	-0.5505692	
fnsp@B@UZBZsdTTRJbbbRRvSNArdlAAT@@@T@@@	2.6	18	potentiometric	a/apparent	3.Stufe	basic	6926		0		0.5969304	0.7447439	
fnsp@D@FRB\dTTTRRVqRTRirUmN@@@BBjj`@@@	8.53	18	potentiometric	b2/apparent		basic	6927	0.98006; 0.98006; 0.98006; 0.98006; 0.98006	5	5445; 5446; 5777; 6186; 6658	-0.45172787	0.7171588	
fnsp@D@UZB\bbbQTTTRRVrYpNTe`HJ`@@B`@@@	3.8	18	potentiometric	a/apparent	2.Stufe	basic	6928		0		-0.6991694	0.7126989	
fnspa@LAsA@@aHQddaTTRRVrtRvgV|Vju@@@ESTB@@	8.5		potentiometric	a/apparent		acidic	6929	0.98242; 0.98242; 0.98242; 0.98242; 0.98242; 0.98242; 1	7	5169; 5170; 5790; 6196; 6197; 6198; 6930	0.64271027	-0.71194476	
fnspa@LQsA@@aHQddaTTRRVfTJvgVBVju@@@QSTB@@	9.2		potentiometric	a/apparent		acidic	6930	0.98242; 0.98242; 0.98242; 0.98242; 0.98242; 0.98242; 1	7	5169; 5170; 5790; 6196; 6197; 6198; 6929	0.6167981	-0.7389678	
fn{Q@@J^@eMrm|l{_rPeNCzNZtDDUUUUQUDEPh`q@Z@@	8.46	25	potentiometric	a2/thermodynamic		basic	6931	0.9615	1	6932	-0.26944506	0.8172452	
fn{Q@DJ^AzTinUoeg[~RDip_QsV``bjjjjJh`jEDFHCP@	2.7	25	potentiometric	a1/thermodynamic		basic	6932	0.9615	1	6931	-0.2728259	0.8357838	
fn{`P@B`IXNQQQIRYJIQSZlepSl~KEKUUTETEUEADDTHdPz`@	8.6	23	spectrophotometric	b1/apparent		basic	6933		0		-0.79757845	0.5148854	
fn{`P@J`xXnRJJJIQQIJIxdiKuhaSfmATEUEUUCSDTThXPh`IBR@@	7.12		potentiometric	a/apparent		basic	6934	0.971; 0.971; 0.96832; 0.94751	4	5898; 5899; 5901; 6373	0.21490872	0.040582273	
fn{a`@J`x[IEEEDhhdeDZRTeztPisV`jBjbjjajbJJTLHTPd`@	8.03	19	mean from 2	b1/apparent		basic	6935	0.98727; 0.96519; 0.96519; 0.96519	4	4766; 5901; 6513; 6514	0.1929319	0.076208495	
fn{a`@J`xkIEEEDhhdddobLexrPyKV`jBZbjjakBJFDYh@@	8.15	20	potentiometric	a1/apparent		basic	6936		0		0.69098973	-0.71411407	
fn{a`@L`x[IEEEDhidhodbTdzp_QSf`jBjJjiajbJJTLHTQD`@	7.83	20	potentiometric	a/apparent		basic	6937	0.96832; 0.96832	2	6513; 6514	0.24777618	0.059162296	
fn}A`@@RLdsSJknsLScUUUMUUU@@@	6.3		potentiometric	a/apparent		acidic	6938		0		0.77442133	0.602435	
fn}Ha@NIrVs`AD@cIDheDeMdXhdRujZjZf@``DLH	5.65	25		a/apparent		basic	6939	0.97533; 0.97533; 0.97533	3	6371; 6516; 6940	0.25737014	0.8358476	
fn}Ha@NIrVs`AD@cIDheDeMdXhdRujZjjf@``DLH	5.52	25		a/apparent		basic	6940	1; 1; 0.97533	3	6371; 6516; 6939	0.2713078	0.8506612	
fn}Hp@DBlTGCYjuIe^vYufXeFjfjZjfZpPbUGj@@	3.67			a/apparent		acidic	6941		0		-0.21109043	-0.62549394	
fn}``@D@HdsOJkzjkjsUPPQUUT@@@	9.05	25	mean from 3	a1/apparent	N-OH	acidic	6942	1; 0.95174; 0.95174	3	4446; 5132; 5133	0.25746623	-0.35370192	
fn}aB@DPAxIUZljj{jvBuUUUUUUP@@	4.87	25	conductometric	a2/apparent		basic	6943	1	1	6944	-0.48558682	-0.6468246	
fn}aB@DPAxIUZljj{jvBuUUUUUUP@@	12.53	25	conductometric	a1/apparent		acidic	6944	1	1	6943	-0.4729276	-0.66522306	
foA@P@@HXyInYeeEjsf``hjH@@	3.13		potentiometric	a/apparent		acidic	6945		0		0.5139572	0.6513617	
foA@`@@BRYfYWuVLyh@`@@@@	9.3			a1/apparent	OH	acidic	6946	1; 1; 0.95174	3	6951; 6948; 5050	0.75196666	0.45581508	
foA@`@@DRY^UvdXdij`@jd@@	2.21	25	spectrophotometric	a1/apparent		acidic	6947	1	1	3740	-0.6597465	-0.5460292	
foA@`@@FRYfUVyVtyh@@H@@@	9.0			a1/apparent	OH	acidic	6948	1; 0.95174; 1	3	6951; 5050; 6946	0.7324223	0.45353147	
foA@`@@HR[fV]qZlyhH@@@@@	3.46	25	potentiometric	a1/apparent	COOH	acidic	6949	1; 1; 1; 1	4	2330; 3251; 3253; 6950	0.43630815	0.3810803	
foA@`@@HrJZJJJIDRcNZ@B@`@@@	3.33	25	spectrophotometric	a/apparent		acidic	6950	1; 1; 1; 1	4	2330; 3251; 3253; 6949	0.4124102	0.37933475	
foA@`@@NRYfUWyFuYh@@@`@@	8.01	25	mean from 2	a1/apparent	OH	acidic	6951	0.95174; 1; 1	3	5050; 6946; 6948	0.74528044	0.43499166	
foA@`@@VRfUYu^JLz``@B@@@	10.47	25	potentiometric	a1/thermodynamic	OH	acidic	6952		0		-0.25148574	-0.9388643	
foA@`@@ZrQSQJKQGbkNhH@H@@@@	10.4	20	spectrophotometric	a1/apparent		acidic	6953	1; 1	2	7142; 3250	0.25816575	0.71329933	
foA@b@HH@bYICDeMLerUgM@D@@@@@	4.87	25	potentiometric	a/apparent		acidic	6954	1; 1; 1	3	3258; 6955; 6956	-0.55653256	-0.16158986	
foA@b@HH@bYICDeeDepUgM@A@@@@@	4.53	25	potentiometric	a/apparent		acidic	6955	1; 1; 1	3	3258; 6954; 6956	-0.5744878	-0.14994988	
foA@b@HH@bYICEDhllKUgMA@@@@@@	4.67	25	potentiometric	apparent		acidic	6956	1; 1; 1	3	3258; 6954; 6955	-0.5740402	-0.17305966	
foA@b@HHAxYIHXhddljqgMUUUUP@@	3.47	25	potentiometric	a1/apparent	OH	acidic	6957	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	13	7769; 7620; 7498; 7274; 26; 2586; 2587; 3188; 3189; 4064; 4065; 4066; 4593	-0.36057305	-0.38051024	
foAA@@@IKLrjzkF\u@@@@@@@	9.42	25	spectrophotometric	a1/apparent	H+	basic	6958	1; 1; 1	3	7144; 7143; 6959	-0.13954185	0.85061496	
foAA@@@IKLrjzkF\u@@@@@@@	9.39	25	spectrophotometric	a1/apparent	H+	acidic	6959	1; 1; 1	3	7144; 7143; 6958	-0.15707618	0.8369744	
foAA`@@HLdrlkktXkSTa@UP@@	8.01	25	spectrophotometric	a/apparent		acidic	6960	0.95174; 1; 1; 1; 0.95174	5	2352; 3271; 3272; 3273; 5503	0.3174041	0.10503681	
foAA`@@HUdTVbbTTLcV\u@A@@@@@	9.69	25	spectrophotometric	a1/apparent		acidic	6961	0.95174; 0.95174	2	6066; 6068	0.5069327	0.41135952	
foAA`@@HXdwLjzbUYsPPP@@@@	3.82	25	conductometric	a/apparent		acidic	6962	0.9615	1	2325	0.49455002	0.58479625	
foAA`@@H\dvsKj|dZsUUPA@@@	5.3		potentiometric	a/apparent		acidic	6963		0		-0.8135387	0.03242373	
foAH@@@PEKIEED]DhlTtZZjjVf@@	3.39	25	potentiometric	a1/apparent		basic	6964	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	21	982; 986; 989; 992; 993; 994; 2354; 2355; 2356; 2358; 2359; 2360; 3280; 3282; 3750; 3755; 3756; 3757; 3758; 3759; 6965	0.2532034	0.2936159	
foAH@D@PehDyHhheXdebfcSUTttp@@	0.6	25	spectrophotometric	a2/apparent		basic	6965	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	21	982; 986; 989; 992; 993; 994; 2354; 2355; 2356; 2358; 2359; 2360; 3280; 3282; 3750; 3755; 3756; 3757; 3758; 3759; 6964	0.28811398	0.35613886	
foAHPAHLLxBIJaJNYJnrJZJIQHhVkNZBAbhP@@	-0.73	20	potentiometric	a1/thermodynamic	NH2+	basic	6966	1; 1	2	6968; 6967	-0.34255412	0.590262	
foAHPAHLMXBIJaJNYJnrJZJIQHhVkNZBAbd`@@	1.73	25	mean from 2	a1/apparent	N(+)-H	basic	6967	1; 1	2	6968; 6966	-0.36469725	0.5835955	
foAHPAHLMXBIJaJNYJnrJZJIQHhVkNZBAbd`@@	8.92	25	potentiometric	a1/apparent	N-H	acidic	6968	1; 1	2	6966; 6967	-0.35666755	0.6037996	
foAH`@BTxHBLbfTRabRxJsfje`@`@@	2.11	25	potentiometric	a1/apparent	COOH	acidic	6969	1; 1	2	6970; 5055	0.22690304	-0.6959015	
foAH`@JLxHBLbfTRabRxJsfij`@P@@	3.1			a/apparent		acidic	6970	1; 1	2	5055; 6969	0.22982568	-0.7144	
foAH`BNBdhBD]rTfvYeWQkNZjYjiP@@	4.62	24.9	potentiometric	a2/apparent	NH	basic	6971	0.97331; 0.97331	2	6975; 6972	0.65848774	0.2148813	
foAH`BNBdhBNSJTfvYeWQkNZjYjiP@@	2.79	24.9	potentiometric	a1/apparent	COOH	acidic	6972	1; 0.97331	2	6975; 6971	0.6651332	0.19267897	
foAH`DDDxHAc\dsOJ|dYjuMPPQH@@	10.0	20	potentiometric	a2/apparent		basic	6973	1; 1; 1	3	5057; 5058; 6974	0.24590002	0.18710688	
foAH`DDLyHAfRdrl}ltYjt@ETsD@@	5.23	20	mean from 2	a1/apparent		acidic	6974	1; 1; 1	3	5057; 5058; 6973	0.2258723	0.16892111	
foAH`DNBdhBD\dvsLjzMYsUSMUJ@@	6.9	24.9	potentiometric	a3/apparent	NH	basic	6975	0.97331; 1	2	6971; 6972	0.64562273	0.1986096	
foAI`@DXUh@gYEEEELTdrVcMUSURp@@	6.0		spectrophotometric	a/apparent		acidic	6976		0		0.051333625	-0.9099231	
foAI`BHDhpBAPeGIMrzrkNV\ttt@D@@@	4.2	20	spectrophotometric	a1/apparent	N-H	acidic	6977		0		-0.7848622	0.18369782	
foAI`DDXTX@kV{HhhhibeFRLyjjXB@@@	8.51	20	potentiometric	a/apparent		basic	6978		0		-0.6944226	-0.5716314	
foAIbBBZMXTg@bBSKlbbbbbURXhuhHIbfH@@	3.1	25	potentiometric	a1/apparent	OH	acidic	6979	1; 1	2	6981; 6980	0.54340374	0.32733986	
foAIbBB\DkUg@bER{dfYV]YdnB``XjX`@@	3.17	25	potentiometric	a1/apparent	OH	acidic	6980	1; 1	2	6981; 6979	0.53175193	0.31072888	
foAIbBNRMYVg@bNSklbbbTrbQXHuhBHffH@@	3.21	25	potentiometric	a1/apparent	OH	acidic	6981	1; 1	2	6979; 6980	0.5222444	0.33202136	
foAP@@@BRiU}eZ\lzjjh@H@@	9.2		potentiometric	a2/apparent		basic	6982		0		-0.6367203	-0.72736657	
foAP@@@NRYWVUzLMZ@B`@`@@	5.1	19	mean from 2	a1/apparent	NH2	basic	6983	0.9615; 1; 1; 1; 1; 1; 1	7	7036; 1052; 2382; 5069; 5070; 5071; 5072	0.3673785	-0.37797746	
foAP@@@RRiU}eZ\lzjjjjj@@	10.08	22	mean from 3	a1/apparent		basic	6984	1; 1; 1; 1; 0.97331; 1; 0.97331; 1; 1; 1; 1	11	330; 385; 1057; 1304; 2288; 2376; 2441; 2603; 3193; 3302; 4866	0.81733066	0.105085865	
foAP@@@RrQQQJqJKEMFfZjZiPPq@	8.4	22	spectrophotometric	a/apparent		basic	6985		0		-0.8499849	0.25075683	
foAP@@@TRfUWm^RlzP``@@ABD@	6.3	25		a1/apparent		basic	6986		0		-0.48409712	0.0033369898	
foAP@@@TRf^{elTMZVj@`h@@	7.04	25	potentiometric	a1/thermodynamic	NH	basic	6987		0		0.7843898	-0.48818853	
foAP@@@\rRHqQSQPTeZjjjjjbDhhPp`Q@@	9.45	25		a2/apparent		basic	6988	0.94515; 0.94515; 1	3	6995; 6994; 6989	0.6664066	0.6609043	
foAP@@@\rRHqQSQPTeZjjjjjbDhiPp`Q@@	9.84	25		a2/apparent		basic	6989	0.94515; 0.94515; 1	3	6995; 6994; 6988	0.6374971	0.6698576	
foAP@D@BAJUJolkSegUUU@A@@@	2.8		potentiometric	a1/apparent		basic	6990		0		-0.7488593	0.44952008	
foAP@D@JUJTrkmsQag@PUUTTAD@@	3.65	25	spectrophotometric	a1/apparent		basic	6991	1; 1; 1; 1	4	1068; 1069; 2390; 3309	-0.69992137	0.23011078	
foAP@D@NAJSJzroQakP@T@D@@@	4.0	18	potentiometric	a1/thermodynamic		basic	6992	1; 1; 1; 1; 1	5	2391; 5075; 5076; 5077; 5078	-0.55017525	-0.44575477	
foAP@D@RAJUJolkSegUUUUUP@@	7.97	22	mean from 3	a2/apparent		basic	6993	1; 1; 1; 1; 0.97331; 0.97331; 1; 1; 0.97331; 0.97331; 1; 0.97331; 1; 0.97331; 0.97331	15	331; 393; 1067; 1306; 1317; 2292; 2386; 2607; 2704; 2708; 3194; 3200; 3308; 4087; 4598	-0.02759973	0.11708166	
foAP@D@\ANRQFJJZJBdkUUUUUTPeEBFDBH@@	7.5	25		a1/apparent		basic	6994	1; 0.94515; 0.94515	3	6995; 6988; 6989	0.6529797	0.6790296	
foAP@D@\ANRQFJJZJBdkUUUUUTPeEJFDBH@@	6.59	25		a1/apparent		basic	6995	0.94515; 0.94515; 1	3	6988; 6989; 6994	0.65060323	0.6515348	
foAPB@KN@DISLjohmJMP@@AP@@@	4.25	20	NMR	a1/apparent	NH2	basic	6996		0		0.5860384	-0.79290193	
foAPBDFNAbLeIfVW}YrVh@@Hj@@@	9.53	25	mean from 3	a1/apparent	N-H	basic	6997	1	1	2394	-0.15094948	0.9414958	
foAP`@DD@qIfY[wIrsfjfB@`@@	-0.22	24.9	potentiometric	a1/apparent	-N(1+)-H	basic	6998		0		-0.07477792	-0.967385	
foAP`@DX@qIeVyWIRsfjZB@bEB@@	8.5		spectrophotometric	a/apparent		acidic	6999		0		-0.8346609	0.14167988	
foAP`@DXAqIfWvUHrsfje`@`DNH	9.6	25	potentiometric	a/apparent		acidic	7000		0		-0.47250926	-0.86486113	
foAP`@EN@aIem^YIPsfjjijeFJJD@@	7.17	18	potentiometric	b1/apparent		basic	7001	1	1	7002	-0.36104897	-0.8144554	
foAP`@EN@aIem^YIPsfjjijeFJJT@@	6.99	21	mean from 4	b1/apparent		basic	7002	1	1	7001	-0.37103134	-0.7952343	
foAP`@FB@cHihhbhdfBlyjVh@H@@	4.58		potentiometric	a/apparent		acidic	7003	1	1	1077	0.76353025	-0.46191925	
foAP`@FJA[HhhhddjiFUihFBRb@@	12.09		spectrophotometric	a/apparent		acidic	7004		0		0.852337	-0.45147115	
foAP`@JR@yJUuVUIRsjjjjjh@@	7.25	25	potentiometric	a2/apparent		basic	7005	0.9771; 0.9771; 1; 0.9771; 0.9771; 0.9771; 0.98006	7	1316; 2290; 2410; 3199; 4086; 4597; 5106	0.3042873	-0.32207412	
foAP`@JRA[IEMDeLd^JEJ``Xjb@@	6.12	30	spectrophotometric	a1/apparent	N(1+)-H	basic	7006	0.95174	1	5107	0.6176313	0.6806473	
foAP`@NB@aIeVuUdjsfjfh@@@@	5.7	24.9	spectrophotometric	a2/apparent	COOH	basic	7007	0.95174; 1	2	4331; 7008	-0.22814795	0.25772938	
foAP`@NB@aIeVuUdjsfjfh@@@@	13.1	24.9	spectrophotometric	a3/apparent	NH-C-NH(+)	acidic	7008	0.95174; 1	2	4331; 7007	-0.21954969	0.29850233	
foAP`DBZ@`diMvsJ|mV\uUHPD@@@	2.48	23	mean from 7	a1/apparent	COOH	acidic	7009	0.97331; 1	2	7129; 7010	0.07168268	-0.51070184	
foAP`DBZ@`diMvsJ|mV\uUHPDPpP@	2.2	23	mean from 7	a1/apparent	    CO2H	acidic	7010	0.97331; 1	2	7129; 7009	0.049437262	-0.5037657	
foAP`DBZ@aGIMvsJ|mV\uUHPD@@@	9.44	22	mean from 6	a2/thermodynamic	N-H	basic	7011	0.97331; 1	2	7130; 7012	-0.30356827	0.3544749	
foAP`DBZ@aGIMvsJ|mV\uUHPDPpP@	9.31	25	mean from 8	a2/apparent	    NH3%+&	basic	7012	0.97331; 1	2	7130; 7011	-0.31636754	0.3691812	
foAP`DJR@zdiRnjriJV]UUUUU@@@	6.25	25	potentiometric	a1/apparent		basic	7013	0.9771; 0.9771; 1; 0.9771; 0.9771; 0.9771; 0.95174	7	1317; 2292; 2430; 3200; 4087; 4598; 5109	-0.068443514	0.17175488	
foAPa@CN``@QpHrRPqQIIYUmFV`dJHP@@	1.79	25	spectrophotometric	a1/thermodynamic		basic	7014		0		0.76036924	0.6356753	
foAPa@LR``@PHHrRPjJIIKScVVhIB`P@@	5.73	25	potentiometric	a/apparent		acidic	7015	0.96832	1	5087	0.55729926	0.38219252	
foAPb@DXyH@PdsK_ZtYYsUSH@P@@	6.5	25		a2/apparent		acidic	7016	1	1	7017	0.9179006	0.12184028	
foAPb@DXyH@PdsK_ZtYYsUSH@P@@	-6.6	25	spectrophotometric	a1/apparent		basic	7017	1	1	7016	0.9045771	0.106416926	
foAPb@JL``@QddabRTJPiV\mMT@B@@@	8.67	23	spectrophotometric	a1/apparent	NH	acidic	7018		0		0.7167194	0.6274904	
foAPbDDXXH@QcdfUgyVgKNZifij`@@	11.31	28	spectrophotometric	a2/apparent		acidic	7019		0		-0.28800148	-0.92305773	
foAQ@@AR@dsLj{lejsTapQP@@	-1.55	20	spectrophotometric	a1/apparent		basic	7020	0.97331	1	1203	0.16272707	0.5866111	
foAQ@@AZ@eLkvn|dkUAACUD@@	6.12			a1/apparent	=NH(+)	basic	7021	1; 1; 1; 1; 1	5	1080; 2439; 3334; 5090; 7022	-0.73686606	-0.51796556	
