CAS number	chemical name	name IUPAC	merck index ref	literature ref	patent date	Launched date	FDA approved	code ATC	solubility	Additional info type	Additional info detail	blood brain barrier	administration	absorption tissue	protein binding	metabolism tissue	metabolism metabolite	daily dose	side effect name	target type	target name	therapeutic class name	therapeutic effect name	Structure [idcode]	Synonyms	T max	protein binding rate	bioavailability	half life time	absorption rate	distribution volume	
16980-89-5	Bucladesine sodium salt	[(4aR,6R,7R,7aR)-6-[6-(butanoylamino)purin-9-yl]-2-oxido-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-7-yl] butanoate sodium	MI, 12, 1483	Arch Dermatol Res. 2012 May  304(4): 313-317.	03.04.1987	1985		C01CE04	H2O										Pruritus, Rash, Skin coloration	Enzyme	Phosphodiesterases	Cardiovascular		eh\ZADDM@daihDLBNCLc`O@GPHxF\ddrtrRTRbTRJRvfPXDdTbRZFZjjjjAXHjZj`bbBRQJH@								
52152-93-9	Cefsulodin sodium salt	(6R,7R)-3-[(4-carbamoylpyridin-1-ium-1-yl)methyl]-8-oxo-7-[[(2R)-2-phenyl-2-sulfonatoacetyl]amino]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate sodium	MI, 12, 1994	Drug Intell Clin Pharm. 1986 Nov 20(11):845-9	08.02.1973	1981		J01DD03		Chemical classification (according ATC code)	Third-generation cephalosporin		Parenteral		Plasmatic proteins			4000	Diarrhoea, Eosinophilia, Hepatic enzyme levels elevated, Hypersensitivity reactions, Nausea, Nephrotoxicity			Infectiology, Metabolism	Antibacterial	ej^RALBEDmlXDLIHiedP@cHHItLNV{ZRYrRRqQQKKSQYJYQFIKJ@qpIJikxEZhFBJZiih@Ibc@aVHI@@			30		1.6			
6064-83-1	Fosfosal	2-(Phosphonooxy)benzoic acid	MI, 12, 4281	Arzneimittelforschung. 1980 30(7):1091-8	12.01.1978	1984		Not yet attributed	H2O, EtOH, CH3COCH3										Hepatic necrosis			Central Nervous System	Analgesic	dg\F`HSBtp|LddqbbTRvuPPL@@@								
40828-46-4	Suprofen	2-[4-(thiophene-2-carbonyl)phenyl]propanoic acid	MI, 12, 9180	Drugs. 1985 Dec 30(6):514-38	20.08.1980	1988 Withdrawn (1999)	Yes	M01AE07	H2O	Chemical classification (according ATC code), Therapeutic classification (according ATC code)	Propionic acid derivative, NSAID		Topical	Eye				800	Occular irritation, Photophobia, Pruritus, Rash	Enzyme	Cyclooxygenase	Central Nervous System, Metabolism	Analgesic, Anti-inflammatory	fdyAb@FAb@HrQQJVIKJJDihuRl@ESQBu@@								
42200-33-9	Nadolol	(2R,3S)-5-[3-(tert-butylamino)-2-hydroxypropoxy]-1,2,3,4-tetrahydronaphthalene-2,3-diol	MI, 12, 6431	Drugs. 1980 Jul 20(1):1-23	03.07.1974	1978	Yes	C07AA12	EtOH, CHCl3	Therapeutic classification (according ATC code)	Non-selective beta-blocking agent	No (Low)	Oral	GI tract	Plasmatic proteins		None	160	Asthenia, Bradycardia, Bronchospasm, Epigastric misery, Erectile dysfunction, Hypersensitivity reactions, Hypoglycemia, Hypotension, Nausea, Raynaud's syndrome	GPCR	Adrenergic receptor beta	Cardiovascular	Antianginal, Antihypertensive	ff}`P@G@dENRJIQJJHyIZPVk^hHbbjjjIEbOT@@		2 - 4	30	30	16 - 24		2	
64953-12-4	Moxalactam disodium salt	Disodium (6R,7R)-7-{[carboxylato(4-hydroxyphenyl)acetyl]amino}-7-methoxy-3-{[(1-methyl-1H-tetrazol-5-yl)sulfanyl]methyl}-8-oxo-5-oxa-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate	MI, 12, 6369	Drugs. 1983 Oct 26(4):279-333	08.09.1982	1982	Yes	J01DD06 		Chemical classification (according ATC code)	Third-generation cephalosporin		Parenteral			None		4000	Antabuse effect, Blockade of platelet aggregation, Diarrhoea, Eosinophilia, Rash, Thrombopenia, Uricemia			Infectiology, Metabolism	Antibacterial	ef^VILBLBFNMJk@hdbagolP@`gPitHn~xfZYrQQIQRqJJZNIZZJJIG@L\V^^YPhtuTuULuTu@pDtX^KJSP@					2 - 2.3			
317-34-0	Aminophylline	1,3-dimethyl-7H-purine-2,6-dione ethane-1,2-diamine	MI, 12, 485	JAMA. 1988 Mar 18 259(11):1678-84	24.02.1953	1982	Yes	R03DA05		Chemical classification (according ATC code)	Xanthine		Parenteral		Plasmatic proteins	Liver	Active (Theophylline)	600	Arrhythmia, Diarrhoea, Epigastric misery, Headache, Insomnia, Seizure			Cardiovascular, Central Nervous System, Metabolism, Respiratory	Bronchodilator, CNS Stimulant, Diuretic, Muscle relaxant, Vasodilator	fgTP@DXUkp^cW\@kUrJJJJXhEQQQSE@iLehvVcfuUMRuUMSTs@@@			50 - 60				0.4 - 0.5	
37091-65-9	Azlocillin sodium salt	(2S,5R,6R)-3,3-dimethyl-7-oxo-6-{[(2R)-2-{[(2-oxo-1-imidazolidinyl)carbonyl]amino}-2-phenylacetyl]amino}-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate sodium	MI, 12, 947	Rev Infect Dis. 1984 Jan-Feb 6(1):13-32	24.03.1972	Withdrawn	Yes	J01CA09	H2O, MeOH, DMF	Chemical classification (according ATC code)	Penicillin with extended spectrum		Parenteral					12000	Diarrhoea, Kidney deficiency, Seizure			Infectiology, Metabolism	Antibacterial	eh\ZFDDFEHngmCKOFk`@`GPLxF\dTbbJTRltRbbVbtPpXxdfN^~jjjfYj`XJFjHaBXSbAH@								
3485-62-9	Clidinium bromide	(1-methyl-1-azoniabicyclo[2.2.2]octan-3-yl) 2-hydroxy-2,2-diphenylacetate bromide	MI, 12, 2412	Emerg Med J. 2009 Jun 26(6):460	11.08.1953	1961	Yes	A03CA02		Therapeutic use	Association with psycholeptics		Oral	GI tract		Liver	Methyl-1 hydroxy-3 quinuclinidium bromide		Blurred vision, Constipation, Drowsiness, Epigastric misery, Insomnia, Mouth dryness, Palpitations, Photophobia, Tachycardia, Urinary troubles			Neuromuscular	Antispastic	fmwabBHpppFHChr`lmMsLjjkq[GnYuVuUT@U@EPTDJT@@								
1220-83-3	Sulfamonomethoxine	4-amino-N-(6-methoxypyrimidin-4-yl)benzenesulfonamide		Zentralbl Veterinarmed B. 1991 Nov 38(9):685-8	06.01.1976			QJ01EQ18		Veterinary use									Agranulocytosis, Diarrhoea, Photosensitization			Metabolism	Antibacterial	fleIb@LB}FB@`BLddJbbRRrVtzwej@@@J`@@								
91-33-8	Benzthiazide	3-(benzylsulfanylmethyl)-6-chloro-1,1-dioxo-4H-1lambda6,2,4-benzothiadiazine-7-sulfonamide	MI, 12, 1155	J Assoc Physicians India. 1969 Oct 17(10):605-13	19.11.1963	1960	Yes	Not yet attributed	Alkaline solution										Dizziness, Headache, Hypotension, Insomnia, Rash			Cardiovascular	Antihypertensive, Diuretic	fegpP`IZCpSo@bBAA`aHQdTTRdRjTbjRbRXjpQs``VJUjh@B@@@								
133-67-5	Trichlormethiazide	6-chloro-3-(dichloromethyl)-1,1-dioxo-3,4-dihydro-2H-1lambda6,2,4-benzothiadiazine-7-sulfonamide	MI, 12, 9754	Cardiovasc Diabetol. 2011 May 23 10:45	12.02.1964	1960	Yes	C03AA06	H2O, EtOH	Chemical classification (according ATC code), Therapeutic classification (according ATC code)	Thiazide, Low-ceiling diuretic		Oral					4	Fatigue, Glycemia, Hyperlipidemia, Hypotension, Rash	Carrier	Solute carrier family 12 member 3	Cardiovascular	Antihypertensive, Diuretic	fbupR`IZCpSo@bBAA`aLQfHrJJIRIUJQVLUXLDBqTmTTKD@@								
1949-20-8	Oxalamine citrate salt	N,N-diethyl-2-(3-phenyl-1,2,4-oxadiazol-5-yl)ethanamine 2-hydroxypropane-1,2,3-tricarboxylic acid	MI, 12, 7078	Respir Med. 2002 Jan 96(1):61-3	10.07.1985			R05DB07	H2O, EtOH									600	Nausea, Oral hypoesthesia, Vomiting			Central Nervous System, Metabolism, Respiratory	Anti-inflammatory, Antispastic, Antitussive	fopH@GQzAAIJtZvQSRYJJAqJKJIIQYAcL{UULuKTDEEP@@								
50-34-0	Propantheline bromide	methyl-di(propan-2-yl)-[2-(9H-xanthene-9-carbonyloxy)ethyl]azanium bromide	MI, 12, 7989	Ann Pharmacother. 1995 May 29(5):489-92	17.11.1953	1953	Yes	A03AB05	H2O, EtOH, CHCl3	Chemical classification (according ATC code)	Synthetic anticholinergic, quaternary ammonium compound		Oral	GI tract			Inactive (Xanthene-9-carboxylic acid, (2-hydroxyethyl) diisopropylmethylammonium bromide)	60	Blurred vision, Constipation, Dizziness, Headache, Mouth dryness, Rash, Tachycardia, Urinary troubles			Neuromuscular	Antispastic	fcwabBKPpxFHCkR`lllrrkW|vgAZgkUT@T@UAUP@@@		1			1.6			
695-53-4	Dimethadione	5,5-Dimethyl-2,4-oxazolidinedione	MI, 12, 3260	Dig Dis Sci. 1983 Mar 28(3):230-5	14.05.1985			Not yet attributed		New therapeutic use, Reference	Pancreatic stones, Gastroenterol Jpn. 1984 Apr 19(2):121-6								Drowsiness, Headache, Nausea, Paresthesia, Rash			Central Nervous System	Anticonvulsant	difL@LAARYVRijjX@@								
116-38-1	Edrophonium chloride	ethyl-(3-hydroxyphenyl)-dimethylazanium chloride	MI, 12, 3562	Chem Biol Interact. 1999 May 14 119-120:129-35	04.08.1953	1951	Yes	Not yet attributed	H2O, EtOH				Parenteral						Blurred vision, Bradycardia, Diarrhoea, Dizziness, Epigastric misery, Nausea, Sweat, Urinary troubles			Diagnostic, Neuromuscular	Anti-fatigue	dkNHaN`H`NzTEe[kXX@bj@@					0.5 - 1.83		1.1	
985-13-7	Ethaverine hydrochloride	1-[(3,4-diethoxyphenyl)methyl]-6,7-diethoxyisoquinoline hydrochloride	MI, 12, 3773	Biol Pharm Bull. 2001 Jul 24(7):838-40	05.09.1961			Not yet attributed	H2O													Central Nervous System	Antispastic	fg`R@OPyuXHaAfV]U[~UmWektVchJBBBH@bj`@@@								
149-16-6	Butacaine	3-(Dibutylamino)-1-propanol 4-aminobenzoate	MI, 12, 1531	Biochem J. 1975 Jun 148(3):527-31	16.11.2020	1952		Not yet attributed											Hypersensitivity reactions	Ion channel	Voltage-gated sodium channel	Dermatology	Anesthetic	ffmP`@CV@aIeeUumUYZZ``bjjj@@@								
33564-30-6	Cefoxitin sodium salt	(6R,7S)-3-(carbamoyloxymethyl)-7-methoxy-8-oxo-7-[(2-thiophen-2-ylacetyl)amino]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate sodium	MI, 12, 1986	Drugs. 1979 Jan 17(1):1-37	01.03.1973	1977	Yes	J01DC01	H2O, MeOH	Chemical classification (according ATC code)	Second-generation cephalosporin		Parenteral		Plasmatic proteins	None		6000	Diarrhoea, Fever, Hypersensitivity reactions, Nausea, Pruritus, Rash, Vomiting			Infectiology, Metabolism	Antibacterial	fkoqsBLRzHw`qRt@PLHOhQx|yHheEDddeCEUEB`SeFKwUUUSTsTtuJbDH`@			65 - 80		0.75			
3778-73-2	Ifosfamide	N,3-bis(2-chloroethyl)-2-oxo-1,3,2lambda5-oxazaphosphinan-2-amine	MI, 13, 4920	Oncologist. 2007 Nov 12(11):1351-60	08.05.1973	1976	Yes	L01AA06		Chemical classification (according ATC code)	Alkylating agent	Yes				Liver	Aldofosphamide, mustard isofosfamide (active), acrolein, carboxy-ifosfamide		Amenorrhoea, Anorexia, Bone marrow suppression, Fever, Haematuria, Hair loss, Hallucinations, Interstitial pulmonary fibrosis, Nausea, Neutropenia, Somnolence, Vomiting			Oncology	Antineoplastic	dg]DpLEnBHKpnHrIJJQYERmUMUUPU@@					4 - 16			
1476-53-5	Novobiocin sodium salt	sodium 7-(4-carbamoyloxy-3-hydroxy-5-methoxy-6,6-dimethyloxan-2-yl)oxy-3-[[4-hydroxy-3-(3-methylbut-2-enyl)benzoyl]amino]-8-methyl-2-oxochromen-4-olate	MI, 12, 6818	Curr Med Chem. 2008 15(26):2702-17	21.07.1959	1964	Yes	QJ01XX95	H2O	Veterinary use, Veterinary use, Veterinary use	Cattle, Dog, Poultry								Nausea			Infectiology, Metabolism	Antibacterial	ek_TMHDFCXLMODakobV]PM@B_npIQJJIIQSHsIJJYQIR[HjIS`RrKiYzEjdJBX``hjjjfjf`bJeLgiC@@								
31842-01-0	Indoprofen	2-[4-(3-oxo-1H-isoindol-2-yl)phenyl]propanoic acid	MI, 12, 4999	Rheumatol Rehabil. 1981 Aug 20(3):174-6	18.01.1971	Withdrawn		M01AE10		Chemical classification (according ATC code), Therapeutic classification (according ATC code)	Propionic acid derivative, NSAID								Epigastric misery, Gastrointestinal ulceration, Nausea, Photosensitization, Pruritus	Enzyme	Cyclooxygenase	Central Nervous System, Metabolism	Analgesic, Anti-inflammatory	fj}a`@D@rWHhhhiddlUEJLtzwfj@@@Jf``F`@								
7421-40-1	Carbenoxolone disodium salt	3 beta-hydroxy-11-oxoolean-12-en-30-oic acid 3-hemisuccinate	MI, 12, 1839	Drugs. 1976 11(4):245-307	25.12.1962	1959		A02BX01 	H2O				Oral	Stomach	Plasmatic proteins			150	Headache, Hypertension, Weight gain			Metabolism	Antiulcer	em[PNDBDHT\ZYUPMBCP@fB\^U{@LheEEEHhhlmhmH]EYcLeNIKBdnfmegffjjjjjjjjiijZjiJIpaEHeIYDhlmd@@			85 - 100					
16034-77-8	Iocetamic acid	3-(N-acetyl-3-amino-2,4,6-triiodoanilino)-2-methylpropanoic acid	MI, 13, 5032	Am J Hematol. 1983 May 14(3):285-8	04.06.1974	Launched	Yes	V08AC07	EtOH	Chemical classification (according ATC code)	Watersoluble, hepatotropic X-ray contrast media								Diarrhoea, Dizziness, Headache, Kidney deficiency, Nausea, Rash			Diagnostic	Contrastant	fbeQc@BLlgHJqUXZlrJJJJJYQ^J\uADUDuSDOD@@								
82410-32-0	Ganciclovir	2-amino-9-(1,3-dihydroxypropan-2-yloxymethyl)-3H-purin-6-one	MI, 12, 4374	Drugs. 2001 61(8):1153-83	28.10.1987	1988	Yes	J05AB06	H2O				Oral					3000	Fever, Occular irritation, Rash			Metabolism	Antiviral	fdyhP@DTxIPCAcdTRbbURTRYrRfjVZjjh@@								
3160-91-6	Moroxidine hydrochloride	N-(diaminomethylidene)morpholine-4-carboximidamide hydrochloride	MI, 12, 6354	Acta Derm Venereol Suppl (Stockh). 1994 183:1-9	05.06.1957			J05AX01 	EtOH, H2O				Oral					300	Constipation, Epigastric misery, Headache, Myalgia, Sweat			Infectiology	Antiviral	dkNh`FF]N@bDFUvvijjff`@								
1094-08-2	Ethopropazine hydrochloride	N,N-diethyl-1-phenothiazin-10-ylpropan-2-amine hydrochloride	MI, 12, 3793	J Pharm Pharm Sci. 1999 May-Aug 2(2):39-46.	23.05.1989		Yes	N04AA05	EtOH, CHCl3	Therapeutic classification (according ATC code)	Anticholinergic agent								Anticholinergic effects, Blurred vision, Confusion, Constipation, Drowsiness, Glaucoma, Mouth dryness, Nausea, Photophobia, Rash			Central Nervous System	Antiparkinsonian	fncPA@AQADPBLBbbbbRRvLTrXISc^h@`BBjj``D`@								
4330-99-8	Trimeprazine tartrate	N,N,2-trimethyl-3-phenothiazin-10-ylpropan-1-amine	MI, 12, 9834	Arch Dis Child. 1987 Mar 62(3):253-7	04.05.1976		Yes	R06AD01	H2O, EtOH	Chemical classification (according ATC code), New therapeutic use, Reference	Phenothiazine derivative, Antibacterial, Acta Microbiol Immunol Hung. 1997 44(3):241-7		Oral					30	Blurred vision, Confusion, Constipation, Dizziness, Memory loss, Motor incoordination, Mouth dryness, Mydriasis, Orthostatic hypotension, Palpitations, Sedation, Somnolence, Urinary troubles	GPCR	Histamine H1 receptor	Allergology, Central Nervous System, Dermatology	Antihistaminic, Antipruritic, Sedative	eb~rFD@NDcnUSWPt|p@bhHrQQQQII[FKPFJJJIIKXqZ@jZZZT\RVZNKGOH`xt@PAAUUPA@DEUSUTtDAGeAMEmGi@@								
7177-50-6	Nafcillin sodium salt monohydrate	(2S,5R,6R)-6-(2-ethoxynaphthalene-1-amido)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid	MI, 12, 6438	J Antimicrob Chemother 2013, 68(3): 644	07.03.1967		Yes	J01CF06	H2O	Chemical classification (according ATC code)	Beta-lactamase resistant penicillin								Diarrhoea, Hypersensitivity reactions, Nephrotoxicity, Rash			Infectiology, Metabolism	Antibacterial	eo`TFDDFEMCKOLg`@b{PLzz\dTbbJTRltTTRRV@pXxdjFVNjjjfY``HBJCABXSb@@								
1508-76-5	Procyclidine hydrochloride	1-cyclohexyl-1-phenyl-3-pyrrolidin-1-ylpropan-1-ol hydrochloride	MI, 12, 7944	J Pharm Pharm Sci. 1999 May-Aug 2(2):39-46	29.06.1954	1951	Yes	N04AA04	EtOH, CHCl3, H2O	Therapeutic classification (according ATC code)	Anticholinergic agent		Oral					25	Blurred vision, Confusion, Constipation, Dizziness, Excitation, Hallucinations, Mouth dryness, Seizure, Urinary troubles			Central Nervous System	Antiparkinsonian, Muscle relaxant	ff}aB@OPADXDiEEDddemBcA]DmZhJ`jJjJ`b`@				75	12			
60414-06-4	Amiprilose hydrochloride	(1R)-1-[(3aR,5R,6S,6aR)-6-[3-(dimethylamino)propoxy]-2,2-dimethyl-3a,5,6,6a-tetrahydrofuro[2,3-d][1,3]dioxol-5-yl]ethane-1,2-diol hydrochloride	MI, 12, 506	J Clin Rheumatol. 2000 Feb 6(1):10-8	03.05.1975	Phase III		Not yet attributed	H2O, MeOH, Hot EtOH													Immunology	Immunomodulator	ffm`r@LpIpu``bLBbdTjRTVVRaARUUUUUUUUTqAJTTmH@								
72-33-3	Ethynylestradiol 3-methyl ether	3-Methoxy-19-nor-17alpha-pregna-1,3,5(10)-trien-20-yn-17-ol	MI, 12, 5976	Am J Obstet Gynecol. 1990 Dec 163(6 Pt 2):2114-9	19.01.1954	1961	Yes	Not yet attributed	EtOH, CHCl3, CH3COCH3										Breast tenderness, Headache, Hypertension, Nausea, Oedema			Endocrinology		fnk@`@@ErQSISISISQJUgEZ]zNZ@BjjjjljiIZeiyQP@								
27912-14-7	(-) -Levobunolol hydrochloride	5-[(2S)-3-(tert-butylamino)-2-hydroxypropoxy]-3,4-dihydro-2H-naphthalen-1-one hydrochloride	MI, 12, 5488	Drugs. 1987 Dec 34(6):648-61	08.02.1972	1985	Yes	S01ED03		Therapeutic classification (according ATC code)	Beta-blocking agent		Ocular	Eye					Asthenia, Blurred vision, Bradycardia, Burning, Eye dryness, Insomnia, Occular irritation			Ophthalmology	Antiglaucoma	ffmab@HpuxDQ`RbbTVarfRdyIQf`bHjjjbCh@								
92339-11-2	Iodixanol	5-[acetyl-[3-[N-acetyl-3,5-bis(2,3-dihydroxypropylcarbamoyl)-2,4,6-triiodoanilino]-2-hydroxypropyl]amino]-1-N,3-N-bis(2,3-dihydroxypropyl)-2,4,6-triiodobenzene-1,3-dicarboxamide	MI, 13, 5045	Drugs. 1996 Dec 52(6):899-927	16.05.1984	1993	Yes	V08AB09	H2O	Chemical classification (according ATC code)	Watersoluble, nephrotropic, low osmolar X-ray contrast media		Parenteral		Plasmatic proteins		None		Headache, Hypersensitivity reactions, Nausea, Taste alteration			Diagnostic	Contrastant	egvOF@BGNih|{OBfm`\Z]Ptqus{pJqRlLkNZrVl}kLbbbbbbTTVIbbvTTVTTTtTnfrbarRbfsFbilDETSMUSUUU@uQDULuUUT@@@			2		2		0.26	
1134-47-0	Baclofen (R,S)	4-amino-3-(4-chlorophenyl)butanoic acid	MI, 12, 967	Clin Neuropharmacol. 1992 Aug 15(4):276-88	07.10.1969	1971	Yes	M03BX01	H2O	New therapeutic use, Reference	Alcohol withdrawal, CNS Drugs. 2012 Jan 1 26(1):69-78	Yes	Oral	GI tract	Plasmatic proteins	Liver	Inactive (beta-(p-chlorophenyl)-4-hydroxybutiric acid)	50	Asthenia, Blurred vision, Confusion, Dizziness, Euphoria, Hypotension, Nausea, Sedation, Somnolence, Sweat, Urinary disorders	GPCR	GABA-B receptor	Central Nervous System	Alcohol addiction treatment, Antispastic, Muscle relaxant	dg^D`ENpbDfUvWjZ@BjfHz`@		0.5 - 1.5	30		3 - 4	95 - 100	0.7	
474-86-2	Equilin	(9S,13S,14S)-3-hydroxy-13-methyl-9,11,12,14,15,16-hexahydro-6H-cyclopenta[a]phenanthren-17-one	MI, 12, 3676	Fertil Steril. 1988 Feb 49(2):234-8	12.11.1940	1942		Not yet attributed	EtOH	New therapeutic use, Reference	Antialzheimer, Exp Neurol. 1997 Oct 147(2):211-20								Mucocutaneous candidiasis, Myalgia, Uterine bleeding			Endocrinology		fb}@`@@YrJJQIFYIIKDyKUgQRuUTuPATFDHdt`@								
110429-35-1	Paroxetine Hydrochloride	(3S,4R)-3-(1,3-benzodioxol-5-yloxymethyl)-4-(4-fluorophenyl)piperidine hydrochloride	MI, 13, 7115	Expert Opin Pharmacother. 2012 Feb 13(3):421-31	27.05.1987	1991	Yes	N06AB05	MeOH, DMSO				Oral		Plasmatic proteins	Liver		20	Asthenia, Blurred vision, Dizziness, Drowsiness, Erectile dysfunction, Insomnia, Mouth dryness, Nausea, Sweat, Weight gain	Carrier	Serotonin transporter	Central Nervous System	Antidepressant, CNS Stimulant	fi{aa@G^jLDQBPpIQIYQQIEQISIgKNJwhx@Jjj`BJHdBdh@			95		24			
03.02.6893	Liothyronine	(2S)-2-amino-3-[4-(4-hydroxy-3-iodophenoxy)-3,5-diiodophenyl]propanoic acid	MI, 12, 5535	J Clin Endocrinol Metab. 2005 Aug 90(8):4946-54	11.02.1958	1956	Yes	H03AA02					Oral	GI tract	Plasmatic proteins	Thyroid, Liver	Diiodothyronine, Mono-iodothyronine	0,06	Diarrhoea, Excitation, Fever, Headache, Hyperthyroidism, Insomnia, Sweat, Tachycardia, Weight loss	Nuclear receptor	Thyroid hormone receptor	Endocrinology		fnc`S@@dKUhJpUXflrJJIJIPiJJFYdoY``h``jF`aY@@			0 - 10		24 - 60	95		
80214-83-1	Roxithromycin		MI, 12, 8433	J Antimicrob Chemother. 1998 Mar 41 Suppl B:1-21	05.08.1981	1987		J01FA06		Chemical classification (according ATC code)	Macrolide		Oral					300	Arrhythmia, Dizziness, Epigastric misery, Headache, Hepatic enzyme levels elevated, Nausea, Rash			Infectiology, Metabolism	Antibacterial	eestO@@@TpDIMDbfkbVQU[\q|bbTTTtbRfababRTbfbbeRvTUfQbJVrKtKh[UUUUUUUUUTuUUUUUUUURVDHeDxbdLWbBfRzRrvQrabLyQl]TGt@		2.2	96		10.5	85 - 100		
08.09.5534	Beclomethasone dipropionate	[2-[(8S,9R,10S,11S,13S,14S,16S,17R)-9-chloro-11-hydroxy-10,13,16-trimethyl-3-oxo-17-propanoyloxy-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl]-2-oxoethyl] propanoate	MI, 12, 1047	Drugs. 1984 Aug 28(2):99-126	02.11.1966	1970	Yes	R03BA01		Chemical classification (according ATC code)	Glucocorticoid		Nasal	Lung, GI tract		Liver	Monopropionate, Beclometasone-alcohol	0,8	Dysphonia, Headache, Mucocutaneous candidiasis, Mucosal irritation, Nose bleed, Taste alteration			Metabolism	Anti-inflammatory	eb^PNH@AJfecghPHcHiEHhhhblXdiliilmLiyiXyDdUUUUSMUSULuSUTI@dEaBDiOHeBh@@								
64490-92-2	Tolmetin sodium salt dihydrate	2-[1-methyl-5-(4-methylbenzoyl)pyrrol-2-yl]acetate dihydrate sodium	MI, 12, 9655	J Clin Pharmacol. 1983 Jul 23(7):301-8	14.08.1973	1976	Yes	M01AB03		Chemical classification (according ATC code), Therapeutic classification (according ATC code)	Acetic acid derivative, NSAID		Oral	GI tract	Plasmatic proteins			700	Diarrhoea, Dizziness, Epigastric misery, Headache, Nausea, Weight gain	Enzyme	Cyclooxygenase	Metabolism	Anti-inflammatory	ffeaRBNPSdmPZ@IsvAJJJIJIXkPASmVZBPjJfD@@		0.5 - 1	99		2 - 5			
47141-41-3	(+) -Levobunolol hydrochloride	5-[(2R)-3-(tert-butylamino)-2-hydroxypropoxy]-3,4-dihydro-2H-naphthalen-1-one hydrochloride	MI, 12, 5488	J Tongji Med Univ. 1997 17(2):90-3	23.09.1968	1985	Yes	S01ED03		Therapeutic classification (according ATC code)	Beta blocking agent		Ocular	Eye					Asthenia, Blurred vision, Bradycardia, Burning, Eye dryness, Insomnia, Occular irritation			Ophthalmology	Antiglaucoma	ffmab@HpuxDQ`RbbTVarfRdyIQf`bHjjjbCd@								
77883-43-3	Doxazosin mesylate	[4-(4-amino-6,7-dimethoxyquinazolin-2-yl)piperazin-1-yl]-(2,3-dihydro-1,4-benzodioxin-3-yl)methanone methanesulfonic acid	MI, 12, 3489	Prostate Cancer Prostatic Dis. 2005 8(2):152-7.	30.07.1985	1988	Yes	C02CA04	DMSO				Oral	GI tract	Plasmatic proteins			4	Asthenia, Cough, Cystitis, Dizziness, Drowsiness, Dyspepsia, Headache, Hypotension, Mouth dryness, Myalgia, Nausea, Palpitations, Pruritus, Tachycardia, Upper respiratory tract infection, Urinary troubles	GPCR	Adrenergic receptor alpha-1	Cardiovascular	Antihypertensive	efYZAH@NHnachDLJM@d\P@cII@uEEDdeideEehldddyDDduMm\CBmMUUUA@@D@EUPD@a@@			98		22			
93957-55-2	Fluvastatin sodium salt	(E,3R,5S)-7-[3-(4-fluorophenyl)-1-propan-2-ylindol-2-yl]-3,5-dihydroxyhept-6-enoate sodium	MI, 12, 4250	Curr Med Res Opin. 2005 Feb 21(2):231-44	07.06.1984	1993	Yes	C10AA04					Oral	GI tract	Plasmatic proteins	Liver	Inactive (N-desisopropyl-propionic acid)	60	Depression, Dyspepsia, Erectile dysfunction, Headache, Insomnia, Memory loss, Nausea, Nightmare	Enzyme	HMG-CoA reductase	Cardiovascular	Antilipemic	eo`XBDDKNekg`MBBP@e{lBTRVTTTRRVblrfTXxtlBr`@iB`djjjXaAiSJ@J@			98	24	2.3	98	4.4	
59277-89-3	Acyclovir	2-amino-9-((2-hydroxyethoxy)methyl)-1H-purin-6(9H)-one	MI, 13, 147	Antiviral Res. 1984 Jun 4(3):99-117	27.01.1982	1981	Yes	J05AB01	DMSO 			Yes	Oral	GI tract		Liver	Inactive (9-(carboxymethoxymethyl)guanine)	4000	Diarrhoea, Dizziness, Fatigue, Headache, Hypersensitivity reactions, Nausea, Vomiting			Metabolism	Antiviral	f`qi`@DTxIPC^rJIQQJiILyISUKMUU@@@		1 - 2	9 - 33		2.5 - 3.3	10 - 20		
40856-73-3	Methylhydantoin-5-(L)	(5S)-5-methylimidazolidine-2,4-dione		J Nerv Ment Dis. 1948 Aug 108(2):118-28	15.08.1978			Not yet attributed	EtOH, MeOH													Central Nervous System	Anticonvulsant	daED@DpFRYUJfjZbd@								
60142-96-3	Gabapentin	2-[1-(aminomethyl)cyclohexyl]acetic acid	MI, 12, 4343	Epilepsia. 1995 36 Suppl 2:S73-86	08.11.1989	1993	Yes	N03AX12	H2O, EtOH			Yes	Oral	GI tract	Plasmatic proteins		None	1800	Arthralgia, Ataxia, Blurred vision, Cystitis, Dizziness, Fatigue, Fever, Hypertension, Leucopenia, Somnolence, Upper respiratory tract infection, Weight gain			Central Nervous System	Anticonvulsant	dcND@EADfveV]Zjjj@@		2 - 3	3	27 - 60	5 - 7		0.77	
